date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,lineray1,linefox,linedok,linetalis,linemassey,linepugh,linedonc,linemds,linedoi,linelogic
3/20/16,Dallas,132,Portland,120,-1.5,0.94,1.29,-0.37,1.66,0,0.33,0.8,2.17,-2.5,2,0.19,0.09,1.17,2.12,-0.1,,1.87,0
3/30/16,Dallas,91,New York,89,6.5,-2.25,4.88,4.66,4.87,5.5,4.54,7.1,5.17,2.5,6,5.27,3.66,,5.69,5.9,,5.38,3
4/6/16,Dallas,88,Houston,86,-1.5,1.55,1.52,0.97,1.65,-1,1.26,3,1.67,1.5,1,-1.13,1.6,2.34,3.65,0.7,,2.47,1
4/8/16,Dallas,103,Memphis,93,6,4.32,3.97,6.5,3.43,6.5,2.08,6.6,2.61,3,8,4.43,2.61,3.64,4.3,5.7,,3.55,3
4/13/16,Dallas,91,San Antonio,96,4.5,-4.97,-5.49,-1.17,-7.5,5,-4.17,-1.9,-6.91,-7.5,0.01,-4.07,-7.74,-6.08,-7.06,-5.7,,-3.77,-8
4/21/16,Dallas,102,Oklahoma City,131,-9.5,-4.4,-3.57,-0.84,-4.74,-8,,-1.5,-3.66,-0.5,-7,-7.5,,-3.24,-4.32,-4.6,,-4.86,-7
4/23/16,Dallas,108,Oklahoma City,119,-9,-5.62,-4.54,-3.34,-5.21,-10,,-3.5,-4.07,-0.5,-11,-8.6,,-6.23,-4.32,-4.7,,-4.94,-7
10/30/15,Denver,78,Minnesota,95,3.5,7.16,3.43,2.63,3.62,5,7.32,3.8,3.72,,17,5.13,8.25,,6.22,5.2,8.31,18.46,
11/5/15,Denver,84,Utah,96,-3,-3.39,-4.35,-3.59,-5.16,-1.5,-4.09,-0.4,-3.38,,-3,-6.09,-3.37,,-6.42,-2.6,,1.81,
11/9/15,Denver,108,Portland,104,-1,-1.03,-0.27,-0.08,-0.47,2.5,-2.41,1.3,0.01,,2,-1.6,-2.73,,-7.34,-2.4,,1.64,
11/11/15,Denver,103,Milwaukee,102,3.5,1.97,-0.06,-1.07,0.15,1.5,5.93,-0.1,0.07,,7,2.6,1.92,,6.76,-0.5,3.84,-0.92,
11/13/15,Denver,107,Houston,98,-6.5,-2.53,-3.8,-4.7,-3.65,-4.5,0.09,-3.4,-3.62,,1,-4.23,-2.51,,1.78,-3.8,-3.11,-2.95,
11/20/15,Denver,107,Phoenix,114,-2,-2.05,-2.81,-0.87,-3.29,-1.5,-5.28,2,-1.41,2,1,-4.3,1.45,,-4.27,-2.3,,-4.51,
11/22/15,Denver,105,Golden State,118,-11.5,-11.58,-12.15,-12.5,-12.14,-10.5,-12.82,-10,-12.06,-4.75,-12,-14.37,-9.01,,-11.24,-9.7,,-10.94,
11/24/15,Denver,94,LA Clippers,111,-7,-3.54,-3.97,-2.64,-4.26,-7,-1.52,-2.5,-4.03,0.5,0.01,-7.04,-4.39,,-1.26,-4.3,,-6.56,
11/27/15,Denver,80,San Antonio,91,-8,-8.36,-9.1,-8.75,-9.2,-9.5,-6.38,-7.5,-8.56,-3.25,-8,-8.79,-8.27,,-8.89,-7.4,,-9.47,
12/8/15,Denver,74,Orlando,85,-2,-1.88,-3.09,-4.12,-2.92,-1.5,-3.93,1.3,-2.39,-0.75,-1,-2.95,2.03,,-3.55,-2.5,1.55,-2.82,
12/11/15,Denver,111,Minnesota,108,-1,0.24,-0.33,-0.23,-0.67,1.5,-1.65,2.5,-0.1,1.5,3,-0.19,5.47,,-1.43,-1.1,-3.4,1.23,
12/14/15,Denver,114,Houston,108,-4,-0.79,-2.53,-3.57,-1.62,-4,1.1,-1.2,-2.38,1.5,-2,-4.32,-1.44,,2.16,-1.4,8.65,-1.69,
12/20/15,Denver,125,New Orleans,130,1,1.08,0.43,0.72,0.25,1,2.19,1.2,0.29,1.5,4,-1.03,1.01,,3.46,0.4,,0.01,
12/22/15,Denver,107,LA Lakers,111,6,7.02,5.72,5.35,5.93,4.5,7.25,6.1,5.96,6.5,11,5.06,8.4,,9.57,5.9,8.07,6.96,
12/29/15,Denver,87,Cleveland,93,-6,-5.57,-6.49,-5.97,-6.46,-8,-4.34,-5,-7.08,-1,-3,-6.75,-3.63,,-4.99,-5.3,,-7.87,
1/3/16,Denver,106,Portland,112,-3,-0.41,-0.7,-1.76,-0.32,-1.5,-0.38,0.6,-0.08,-1,-1,-1.42,0.67,,0.42,-0.8,,-0.18,
1/10/16,Denver,95,Charlotte,92,2.5,-1.78,-1.61,0.26,-2.48,0,-2.77,2.5,-2.37,-2,2,-0.96,-0.13,,-2.38,-3.5,-10.48,-1.27,
1/13/16,Denver,112,Golden State,110,-10,-11.27,-12.57,-11.96,-11.83,-9.5,-12.88,-8.6,-12.75,-8.5,-9,-11.85,-9.65,,-11.05,-10,-13.34,-11.05,
1/15/16,Denver,95,Miami,98,-2,-2.06,-3.22,-1.89,-2.87,-2,-2.76,0.8,-3.3,-5.5,1,-3.46,-0.4,,-1.73,-4,,-2.94,
1/17/16,Denver,129,Indiana,126,-3,-3.68,-4.09,-1.71,-4.37,-4,-4.19,-1.2,-4.05,-6,0.01,-5.1,-3.88,,-3.62,-5,-8.32,-2.36,
1/19/16,Denver,104,Oklahoma City,110,-9,-7.26,-7.96,-6.71,-8.19,-8,-7.55,-4.8,-7.92,-3.75,-6,-9.34,-5.61,-7.73,-7.34,-6.6,,-8.59,
1/21/16,Denver,101,Memphis,102,-2,-0.91,-2.68,-2.89,-0.46,-2.5,0.03,1.1,-2.53,-2.5,3,-3,-0.71,-1.87,1.23,-2.7,,-0.19,-1
1/23/16,Denver,104,Detroit,101,-3.5,-2.4,-2.38,-2.37,-2.36,-3,-2.72,-1.1,-2.46,-1.5,-2,-3.59,-2.78,-2.49,-2.03,-3.1,,-1.22,-3
1/25/16,Denver,105,Atlanta,119,-4.5,-2.62,-2.73,-1.15,-3.1,-4.5,-1.86,-1.2,-3.63,-3.5,0.01,-5.55,-1.68,-2.92,-1.33,-3.8,,-2.75,-5
2/1/16,Denver,112,Toronto,93,-5,-5.26,-5.45,-6.81,-4.94,-5.5,-5.58,-2.6,-5.69,-3.75,-5,-6.47,-2.62,-6.77,-4.08,-4.5,-5.53,-4.87,-8
2/5/16,Denver,115,Chicago,110,1,-0.42,-1.23,0.05,-1.41,0,-0.52,1.2,-2.43,2.75,4,-3.63,0.41,-1.42,0.54,-2.8,4.63,-0.69,-3
2/21/16,Denver,101,Boston,121,-3.5,-2.46,-2.57,-0.84,-3.19,-3,-3.11,0.5,-3.01,0.75,1,-3.64,-2.08,-3.29,-1.99,-4,,-2.27,-6
2/23/16,Denver,110,Sacramento,114,1.5,1.12,1.46,2.31,1.22,0,0.65,4.3,1.06,3.25,3,-3.99,1.93,1.19,2.93,0.6,,0.01,-1
2/29/16,Denver,96,Memphis,103,-1.5,-0.24,-0.3,-0.02,-0.01,-2,-0.3,2.7,-1.65,3.75,3,-2.27,0.73,-1.14,,-1.7,,-0.15,-2
3/2/16,Denver,117,LA Lakers,107,8,7.44,7.17,7.05,7.31,6.5,7.48,9.2,6.93,6.25,8,6.24,8.94,7.23,,7.9,,7.21,6
3/4/16,Denver,120,Brooklyn,121,5.5,5.65,5.69,5.51,5.82,6,4.93,7.5,5.67,5.5,5,6.32,6.73,5.54,,6.7,,4.98,3
3/6/16,Denver,116,Dallas,114,-4,-0.09,-0.19,0.52,-0.23,-2.5,-0.56,2.6,-0.97,3.75,2,-2.42,1.81,-0.68,,-1.1,,0.05,-2
3/8/16,Denver,110,New York,94,2.5,2.66,2.6,3.73,2.3,3.5,2.29,6,2.17,3.25,5,1.71,2.76,1.72,,2.1,,2.15,0
3/10/16,Denver,116,Phoenix,98,9,6.96,5.08,5.75,5.01,7,6.8,9.9,4.42,7.75,14,7.92,5.72,6.63,,7.9,,5.35,6
3/12/16,Denver,116,Washington,100,-1,1.58,1.15,2.11,1.07,1,2.35,3.3,0.08,1.5,5,0.61,1.76,1.04,,1.2,,0.82,0
3/23/16,Denver,104,Philadelphia,103,8,10.72,10.44,12.02,9.92,8.5,9.76,12.4,10.08,5,12,11.68,11.68,10.93,11.87,9.9,,9.42,8
3/28/16,Denver,88,Dallas,97,1.5,1.1,1.19,3.74,0.48,1.5,0.4,3.6,0.21,3.75,2,0.5,2.15,0.74,1.33,0.1,,-0.03,-1
4/2/16,Denver,106,Sacramento,115,9.5,2.38,1.88,2.31,1.68,8.5,1.12,4.5,1.96,3.25,1,8,2.35,2.18,2.83,2.8,,0.76,0
4/5/16,Denver,102,Oklahoma City,124,-8.5,-7.12,-7.17,-7.53,-7.14,-8.5,-5.09,-5.2,-6.84,0.25,-11,-6.76,-6.49,-6.72,-6.58,-6.7,,-7.43,-9
4/8/16,Denver,102,San Antonio,98,2.5,-8.84,-10.28,-9.7,-10.7,1,-7.4,-7.6,-10.57,-6.75,-8,-1.01,-9.43,-10.61,-10.19,-5.8,,-9.52,-13
4/10/16,Denver,84,Utah,100,-7,-2.16,-2.29,-2.71,-2.32,-6,-0.02,-1.2,-1.7,1.75,-6,-2.86,-1.28,-1.59,-1,-2.2,,-1.05,-4
10/28/15,Detroit,92,Utah,87,-1.5,1.16,0.67,0.21,0.81,1.5,-0.47,3.4,0.81,,4,-1.84,2.26,,2.11,1.5,-1.46,3.12,
10/30/15,Detroit,98,Chicago,94,-2.5,-1.04,-1.58,-1.8,-1.45,-3,-2.53,-2.6,-1.86,,2,-5.01,2.67,,-1.1,0.8,-3.27,2.27,
11/3/15,Detroit,82,Indiana,94,4.5,5.59,4.41,3.88,4.96,4.5,4.31,3.2,7.35,,9,6.14,3.35,,19.71,-0.1,3.16,3.31,
11/17/15,Detroit,104,Cleveland,99,-4,-2.88,-4.48,-6.22,-4.14,-5,-1.04,-4.3,-5.08,3.5,-1,-3.42,-2.88,,0.39,-2.5,,0.09,
11/21/15,Detroit,95,Washington,97,1,3.3,1.95,1.16,2.12,3,7.55,3.5,1.68,6,6,-3.34,4.24,,6.56,3.6,3.77,4.09,
11/25/15,Detroit,104,Miami,81,1.5,0.14,-1.86,-2.63,-1.73,-1,-0.28,1.5,-1.56,3.5,4,-2.01,4.6,,1.17,1.3,,-0.88,
11/30/15,Detroit,116,Houston,105,4,5.59,3.52,1.6,3.98,2.5,7.43,4.8,2.44,7.75,7,1.02,3.94,,10.8,6.2,15.85,4.15,
12/2/15,Detroit,127,Phoenix,122,3.5,3,2.31,2.51,2.25,3.5,0.29,5,2.9,2.25,3,2.46,5.74,,3.36,3.2,,2.93,
12/4/15,Detroit,102,Milwaukee,95,6.5,7.65,6.34,4.16,6.97,6.5,9.85,6.7,4.87,7,10,6.39,8.84,,12.02,7.8,,7.81,
12/6/15,Detroit,111,LA Lakers,91,9.5,10.67,9.16,9.29,9.13,9.5,10.03,8.4,9.34,8.5,12,10.32,11.84,,12.56,9.5,15.33,11.82,
12/9/15,Detroit,92,Memphis,93,4,2.43,1.59,1.14,2.99,2.5,3.21,3.2,0.65,3.5,6,0.76,2.64,,4.6,1.1,,1.32,
12/12/15,Detroit,118,Indiana,96,1.5,-1.32,-1.41,-1.6,-1.8,1,-2.3,-0.2,-0.87,-5,-3,-2.33,-0.07,,-1.62,-0.7,-0.76,-0.53,
12/14/15,Detroit,103,LA Clippers,105,-1.5,0.24,-0.51,-0.61,-0.29,0,0.2,1.7,-0.63,-1.5,1,-2.09,-0.04,,2.92,0.1,0.65,0.69,
12/16/15,Detroit,119,Boston,116,2.5,0.23,-1.31,-1.66,-1.65,2.5,-0.5,1.1,-0.7,-0.5,0.01,0.37,0.66,,-0.77,-0.5,7.02,0.86,
12/26/15,Detroit,93,Boston,99,1,0.07,-0.28,0.65,-1.21,2,-0.57,1.8,-0.33,-0.5,0.01,-1,0.68,,-0.59,1.4,,0.32,
12/31/15,Detroit,115,Minnesota,90,8,6.08,5.25,5.44,5,7,3.7,7.4,5.38,2,7,6.32,10.59,,5.85,6.9,,4.15,
1/4/16,Detroit,115,Orlando,89,4,3.4,2.21,1.62,2.7,4,1.5,5.2,2.29,3,6,3.89,6.06,,3.81,3.3,,2.19,
1/9/16,Detroit,103,Brooklyn,89,11.5,9.67,9.01,9.56,8.67,11,7.89,10.3,8.82,6,13,10.43,9.04,,10.58,8.9,7.83,11.62,
1/12/16,Detroit,99,San Antonio,109,-7,-6.7,-7.17,-5.61,-7.65,-6,-7.21,-5.4,-7.1,-1.5,-8,-6.49,-5.9,,-6.86,-5.5,-8.46,-5.72,
1/16/16,Detroit,113,Golden State,95,-7,-5.27,-7.16,-5.51,-6.38,-6,-7.23,-3.5,-7.33,0.01,-2,-5.83,-3.39,,-4.27,-5.4,-4.5,-6.06,
1/18/16,Detroit,101,Chicago,111,3.5,4.34,1.98,5.48,2.63,4,3.27,5.9,1.84,2.5,10,1.95,3.67,,4.7,2.5,6.8,5.7,
1/27/16,Detroit,110,Philadelphia,97,12,12.66,11.28,8.94,12.64,12.5,11.69,13.1,12.5,7,14,11.79,15.08,12.94,14.62,10.2,15.55,12.57,13
1/29/16,Detroit,106,Cleveland,114,-4,-1.08,-1.51,-0.75,-1.57,-3.5,-0.65,0.7,-2.4,-1.5,2,-4.92,0.93,-1.09,0.09,-3,,-1.88,-1
2/4/16,Detroit,111,New York,105,4.5,5.96,5.52,5.37,5.65,6.5,4.78,8.3,5.29,2.5,9,4.61,7.54,5.99,6.47,5.3,,4.68,5
2/8/16,Detroit,89,Toronto,103,-1,-0.27,-0.92,-2.36,-0.33,1,-1.09,2.3,-1.01,0.25,1,-2.76,1.76,-0.42,0.81,-0.5,-0.13,0.62,-1
2/21/16,Detroit,106,New Orleans,111,4.5,4.3,3.11,-0.59,4.35,4.5,3.55,4.8,3.75,3.5,5,2.61,6.3,5.33,6.09,5.2,,4.68,6
2/24/16,Detroit,111,Philadelphia,91,11.5,11.89,11.5,9.45,12.24,11,10.99,12.4,12.09,6.25,14,11.07,13.73,11.73,13.31,10.5,,11.44,12
2/28/16,Detroit,114,Toronto,101,-2,-1.51,-1.36,-1.9,-1.07,-1,-2,0.9,-1.65,0.25,-2,-3.66,-0.54,-1.78,-0.04,-4,,-0.1,-2
3/6/16,Detroit,123,Portland,103,-1,1.47,1.72,-1.42,2.61,1.5,0.82,2.4,2.54,-0.5,0.01,0.7,2.79,1.72,,-0.8,,3.04,3
3/16/16,Detroit,114,Atlanta,118,1,-0.76,-1.04,-3.17,-0.53,-1,-1.85,0.4,-0.18,0.75,-6,-1.27,1.18,0.58,1.22,-0.3,,0.27,0
3/18/16,Detroit,115,Sacramento,108,7,5.53,5.09,6.23,4.83,7,4.4,7.5,4.97,4.5,6,5.41,5.55,5.82,6.22,6.1,,5.27,4
3/19/16,Detroit,115,Brooklyn,103,8.5,8.87,8.88,8.45,8.97,9,8.02,9.4,9.16,6.75,7,8.11,9.66,9.93,10.05,9.3,,8.19,9
3/21/16,Detroit,92,Milwaukee,91,7,5.48,4.78,3.21,5.47,6.5,5.16,6.7,4.67,3,3,4.99,7.07,6.16,7.18,5,,6.27,7
3/23/16,Detroit,118,Orlando,102,6.5,5.82,5.29,6.88,4.93,7,4.87,6.9,4.9,6.75,6,6.96,5.63,6.03,6.34,6.5,,5.25,5
3/25/16,Detroit,112,Charlotte,105,1.5,1.31,1.12,-0.08,1.42,2,0.03,2.8,1.59,3.5,-1,0.99,1,2.43,2,1.4,,2.59,2
3/26/16,Detroit,95,Atlanta,112,1.5,-1,-0.77,-2.2,-0.57,1,-1.58,-0.4,-0.13,0.75,-5,-1.21,0.56,0.34,0.57,-1.4,,-1.23,-1
3/29/16,Detroit,88,Oklahoma City,82,-3.5,-4.47,-4.68,-6.48,-4.39,-4,-5.04,-4,-4.01,1.5,-10,-3.03,-2.85,-3.48,-3.12,-1.9,,-4.54,-5
4/1/16,Detroit,89,Dallas,98,5.5,3.92,3.65,4.95,3.32,5,2.51,4.5,3.05,5,4,5.91,5,3.95,4.77,3.9,,2.35,3
4/8/16,Detroit,112,Washington,99,6,3.2,2.85,2.57,3.01,7,2.01,3.5,2.73,2.75,3,3.76,4.17,3.57,4.91,2.7,,3.07,3
4/12/16,Detroit,93,Miami,99,2,1.3,0.97,0.6,1.12,3,1.29,1.1,0.83,2,0.01,1.95,,2.2,2.69,0.5,,2.69,1
4/22/16,Detroit,91,Cleveland,101,-4.5,-2.45,-2.45,-1.41,-2.76,-4.5,,-0.2,-2.9,-1.25,-3,-3.21,,-2.27,-1.71,-2.8,,-3.66,-3
4/24/16,Detroit,98,Cleveland,100,-6,-3.01,-2.47,-2.19,-2.62,-6.5,,-1.2,-2.59,-1.25,-5,-4.69,,-4.02,-1.85,-2.8,,-3.69,-3
2/14/16,East,,West,-6,-6,,,,,-5.5,,,,,,,,,,,,,
10/27/15,Golden State,111,New Orleans,95,10,10.03,7.1,7.1,7.1,8.5,11.37,,7.1,,17,8.47,11.44,,12.27,8.3,,13.12,
11/2/15,Golden State,119,Memphis,69,9.5,9.7,7.51,6.42,8.57,7.5,13.39,9.5,6.79,,18,7.04,8.51,,15.02,6.7,8.22,10.39,
11/4/15,Golden State,112,LA Clippers,108,7.5,5.69,4.38,3.29,5.72,8.5,9.89,8.2,3.31,,15,6.03,6.16,,-2.03,4.1,3.89,6.07,
11/6/15,Golden State,119,Denver,104,17.5,16.48,16.09,15.47,16.9,16.5,20.03,18.9,15.44,,24,19.11,15.16,,14.16,12.2,15.45,11.32,
11/9/15,Golden State,109,Detroit,95,13,11.19,10.15,9.73,10.72,13,14.45,14.2,9.2,,15,11.15,10.04,,7.95,10.1,,11.58,
11/14/15,Golden State,107,Brooklyn,99,17,20.25,19.18,18.92,19.22,17.5,24.56,18.5,19.43,,25,20.34,16.24,,28.53,13.4,,19.69,
11/17/15,Golden State,115,Toronto,110,10,10.36,8.86,9.99,8.61,9,12.82,11.4,8.93,8.5,17,9.33,10.35,,7.14,8.9,,11.02,
11/20/15,Golden State,106,Chicago,94,8.5,10.4,9.52,9.38,9.57,8.5,13.04,10.8,9.19,9,15,8.72,9.02,,10.98,9.5,,10.05,
11/24/15,Golden State,111,LA Lakers,77,17,19.34,18.47,19.6,18.28,17.5,20.78,18.5,18.88,16,25,17.13,18.79,,20.78,15.8,,20.11,
11/28/15,Golden State,120,Sacramento,101,16,16.29,15.65,15.54,15.66,15,16.03,18.1,16.18,12.5,19,15.91,14.69,,17.91,14.1,,16.71,
12/16/15,Golden State,128,Phoenix,103,12,13.63,13.69,14.18,12.88,13,12.6,15.6,14.09,12,15,13.8,12.44,,14.39,12.7,14.63,11.15,
12/18/15,Golden State,121,Milwaukee,112,18,17.74,15.92,14.88,17.05,18,19.82,17.1,16.06,15,21,16.17,16.5,,20.94,15,26.53,13.61,
12/23/15,Golden State,103,Utah,85,14,12.03,12.09,12.78,11.15,14.5,11.57,15.1,12.35,7,14,12.58,9.81,,13.29,11.2,9.67,10.75,
12/25/15,Golden State,89,Cleveland,83,6.5,7.82,7.21,6.3,7.72,7,10.68,8,7.55,10,9,6.73,6.31,,9.44,8.9,,5.99,
12/28/15,Golden State,122,Sacramento,103,13.5,14.43,14.67,14.25,14.44,13,14.64,16.1,15.37,10.5,15,12.8,13.28,,15.93,12.6,,14.08,
1/2/16,Golden State,111,Denver,108,15,16.15,16.56,16.55,16.4,15,16.59,16.8,16.93,15,15,18,13.15,,17.91,14.6,,15.35,
1/4/16,Golden State,111,Charlotte,101,8.5,11.6,11.85,12.81,10.98,8,10.95,14.2,11.96,10,11,10.35,11.55,,10.77,11.3,,11.46,
1/11/16,Golden State,111,Miami,103,14,10.95,10.87,10.47,10.62,11.5,11.03,13,10.94,6,12,10.77,10.69,,11.55,10.3,10.35,9.82,
1/14/16,Golden State,116,LA Lakers,98,17,19,19.39,16.08,19.3,18,19.96,18.8,19.42,12.5,17,19.6,20.58,,21.59,17.9,,18.37,
1/22/16,Golden State,122,Indiana,110,13,10.42,10.53,12.09,9.82,12,10.33,11.4,10.79,5.75,13,13.02,7.17,11.08,10.81,9.3,9.2,6.72,11
1/25/16,Golden State,120,San Antonio,90,4.5,1.28,1.37,1.26,1.13,4.5,1.52,1.9,2.21,-1.5,0.01,2.13,0.09,1.55,0.75,1.5,,2.57,0
1/27/16,Golden State,127,Dallas,107,17,13.65,13,12.75,13.16,14,14.47,13.5,12.86,8.5,19,13.59,12.15,14.07,13.61,10.1,15.66,12.81,14
2/6/16,Golden State,116,Oklahoma City,108,8,7.93,7.23,8.08,6.85,8.5,7.76,9.5,7.36,7,13,6.12,5.27,9.81,7.86,7.3,11.13,4.61,7
3/1/16,Golden State,109,Atlanta,105,8.5,10.88,10.86,11.69,10.43,9,10.76,12.9,11.12,5.75,10,9.48,10.21,12.7,,10.8,,9.52,11
3/3/16,Golden State,121,Oklahoma City,106,7.5,7.54,7.38,9.17,6.39,8.5,6.95,9.2,7.33,6.5,9,6.41,5.43,8.84,,9,,6.95,6
3/7/16,Golden State,119,Orlando,113,13.5,14.81,14.37,16.07,14.2,15,14.02,16.2,14.53,11.75,17,15.29,13.89,15.7,,12.5,,,14
3/9/16,Golden State,115,Utah,94,13,11.37,11.26,10.89,11.34,12.5,11.2,12.7,12.21,8,7,11.96,11.15,13.26,,11.7,,11.2,12
3/11/16,Golden State,128,Portland,112,12.5,11.06,11.24,8.21,12.17,13.5,11.25,10.9,12.74,4.5,9,10.37,10.83,12.4,,10.2,,11.47,13
3/12/16,Golden State,123,Phoenix,116,18,19.62,18.03,18.13,18.15,19,19.61,20.8,18.14,14,23,22.33,16.93,21.15,,19.3,,18.51,21
3/14/16,Golden State,125,New Orleans,107,15.5,14.95,14.15,13.78,14.34,15,14.86,14.8,14.64,8.5,14,15.41,14.55,16.94,16.64,13.3,,14.92,17
3/16/16,Golden State,121,New York,85,14.5,14.67,14.53,13.36,14.82,15.5,14.79,15.5,15.48,9.5,12,16.13,13.8,15.8,15.9,13.4,,14.92,15
3/23/16,Golden State,114,LA Clippers,98,10,9.3,8.77,9.34,8.62,10.5,9.12,9.5,8.87,5.5,10,9.02,9.02,10.2,10.14,8.9,,9.69,9
3/25/16,Golden State,128,Dallas,120,16.5,13.22,12.82,12.18,13.11,14,13.03,14,13.21,10,13,13.81,13.56,14.2,13.9,11.8,,12.39,14
3/27/16,Golden State,117,Philadelphia,105,21.5,22.68,22.26,21.83,22.36,21.5,22.42,22.2,23.19,11.25,23,23.87,22.49,24.49,23.7,21.6,,22.06,22
3/29/16,Golden State,102,Washington,94,12.5,12.64,12.17,9.57,13.09,12.5,12.74,12.8,13.02,7.75,12,12.14,13.18,14.23,14.74,11.4,,11.94,14
4/1/16,Golden State,106,Boston,109,11.5,10.59,10.06,10.66,9.71,12,10.04,11.1,10.46,7,14,10.49,9.2,11.45,10.48,11,,9.62,10
4/3/16,Golden State,136,Portland,111,12,11.15,10.95,8.07,11.8,12,9.93,9.9,12.4,4.5,12,10.38,10.75,12.2,12.14,10.5,,12.05,13
4/5/16,Golden State,117,Minnesota,124,15.5,16.21,16.19,15.07,16.46,17,13.89,16.4,17.26,12.5,18,15.71,16.26,17.68,17.17,14.6,,16.2,16
4/7/16,Golden State,112,San Antonio,101,7.5,2.66,1.32,0.26,1.85,5,1.55,2.5,2.42,-0.5,4,5.87,2.17,2.81,2.48,3.3,,4.72,2
4/13/16,Golden State,125,Memphis,104,18.5,14.28,13.69,14.42,13.73,16,10.58,14.4,13.1,10,15,18.62,13.23,14.45,14.4,14.8,,15.56,14
4/18/16,Golden State,115,Houston,106,13.5,11.83,11.34,9.5,11.82,12.5,,10.5,12.18,8.5,10,11.54,,14.88,13.62,10.3,,14.28,12
4/27/16,Golden State,114,Houston,81,9,11.88,12.33,10.62,12.29,9,10.76,11.3,13,8.5,14,8.6,,14.56,13.3,10.3,,11.43,12
5/1/16,Golden State,118,Portland,106,9.5,11.81,11.51,7.14,12.62,8,9.8,10.8,12.18,4.5,15,12.17,,13.94,12.76,10.2,,12.47,13
5/3/16,Golden State,110,Portland,99,9.5,11.73,11.66,7.88,12.64,9.5,9.87,10.8,12.23,4.5,15,10.84,,14.35,12.76,10.2,,11.32,13
5/11/16,Golden State,125,Portland,121,13,11,11.22,7.01,12.28,12,8.67,9.8,11.9,4.5,11,13.75,,,12.32,9.1,,11.97,13
5/16/16,Golden State,102,Oklahoma City,108,8,5.14,5.69,4.07,5.43,7.5,3.6,4.3,6.34,6.5,1,7,,,5.7,5.6,,7.95,5
5/18/16,Golden State,118,Oklahoma City,91,9,4.6,5.09,2.03,5.24,8,3.72,3.1,6.04,6.5,-1,6.63,,,5.7,5.6,,7.99,5
5/26/16,Golden State,120,Oklahoma City,111,7,4.11,4.38,0.27,4.86,7,2.1,2.1,5.56,6.5,-3,9.5,,,4.76,5.7,,8.11,5
5/30/16,Golden State,96,Oklahoma City,88,7,4.29,5.35,4.31,5.03,7,4.05,3.7,5.84,6.5,1,9.72,,,5.08,4.3,,-1.88,5
6/2/16,Golden State,104,Cleveland,89,5.5,4.92,6.16,4.47,6.22,6,4.39,4.2,6.54,3.75,0.01,3.35,,,6.27,4.1,,8.28,5
6/5/16,Golden State,110,Cleveland,77,6,5.67,6.5,5.78,6.38,6.5,4.92,4.6,6.7,3.75,2,4.9,,,6.67,5.3,,8.26,6
6/13/16,Golden State,97,Cleveland,112,5.5,5.88,6.61,5.8,6.55,7.5,4.26,6.2,6.81,3.75,4,4.56,,,6.79,4.8,,8.22,6
6/19/16,Golden State,89,Cleveland,93,4.5,4.23,5.27,0.89,5.95,5,0.52,3.8,6.09,3.75,-2,5.38,,,5.99,4.8,,8.11,6
10/28/15,Houston,85,Denver,105,10.5,10.8,13.51,13.45,13.54,9.5,8.73,14.6,13.48,,11,7.14,8.16,,9.97,6.8,11.16,8.84,
10/30/15,Houston,92,Golden State,112,-1,-2.69,-0.55,0.63,-0.82,0,-6.75,0.6,-1.19,,-8,-6.55,-3.27,,-1.57,-1.7,-4.33,-1.46,
11/2/15,Houston,110,Oklahoma City,105,-4,-2.27,-2.17,-1.15,-3.06,-1,-1,0.6,-4.18,,0.01,-3.33,1.98,,-12.88,-2.3,3.53,-5.61,
11/4/15,Houston,119,Orlando,114,8,6.72,6.67,8.44,5.1,9,6.32,11.7,7.3,,8,3.77,10.15,,-5.01,9.1,11.73,4.07,
11/11/15,Houston,98,Brooklyn,106,12,11.69,12.1,14.19,11.67,11.5,8.92,12.9,13.85,,14,9.85,8.24,,14.66,8.2,13.24,10.09,
11/14/15,Houston,98,Dallas,110,5,3.75,3.66,4.81,3.41,5,1.49,6,4.36,,4,4.09,4.68,,0.21,6.1,,2.13,
11/16/15,Houston,95,Boston,111,4.5,-1.14,-1.62,-0.29,-1.98,6.5,-3.57,3.9,0.13,3.5,-5,-0.41,1.64,,-8.71,1.5,6.2,-6.6,
11/18/15,Houston,108,Portland,103,6.5,3.12,4.31,5.6,4,6.5,0.28,6.3,5.29,6.5,2,5.8,1.86,,-3.65,4.1,,1.57,
11/21/15,Houston,102,New York,107,3.5,3.33,1.82,2.63,1.59,6.5,-1.99,4.9,3.2,1.75,2,5.03,10.02,,-3.29,7.2,5.23,4.94,
11/25/15,Houston,93,Memphis,102,3,-0.72,-0.19,-1.89,0.12,3,,0.8,-0.74,0.25,-3,-0.44,0.7,,-1.83,-1.5,,0.1,
11/27/15,Houston,116,Philadelphia,114,10.5,9.9,9.78,11.83,9.41,10,4.14,11.1,11.51,7.5,11,11.58,10.36,,6.58,10,,11.51,
12/2/15,Houston,108,New Orleans,101,3.5,2.58,2.29,2.87,2.13,3,0.22,3.6,3.14,7.75,3,3.28,4.49,,1.22,2.3,,2.37,
12/5/15,Houston,120,Sacramento,113,3.5,1.92,3.08,4.08,2.8,4,-1.57,7.1,4.31,-1,1,2.24,5.39,,-0.74,2.8,-7.44,1.91,
